,laptops,prices,ratings,votes
311,"Refurbished (Excellent) - Dell Latitude 5490 14"" FHD Laptop - Backlit Keyboard - Black (Intel i5-8350U / 8 GB RAM / 256 GB SSD / Windows 11 Pro)",$349.98,0.0,0
312,"Refurbished(Excellent)- Lenovo ThinkPad T470 14"" FHD Laptop - Backlit Keyboard - Intel Core i5-6300U, 256GB SSD, 8GB RAM - Windows 11 Pro",$289.98,0.0,0
313,"Refurbished (Good) - Lenovo ThinkPad T490s 14"" Laptop - Black (Intel i7-8665U / 8GB RAM / 512GB SSD / Windows 11 Pro)",$389.98,0.0,0
314,"Refurbished (Good) - Lenovo ThinkPad T490s 14"" Laptop - Black (Intel i7-8665U / 8GB RAM / 256GB SSD / Windows 11 Pro)",$349.98,0.0,0
315,"Refurbished (Excellent) Lenovo ThinkPad T480 i5-8350U 8GB RAM 256GB SSD 14"" FHD Windows 11 Pro - Touch Screen",$359.98,0.0,0
316,"Refurbished(Excellent) - Lenovo Thinkpad 11e, Intel Core m3-7Y30 CPU, 8 GB RAM, 256 GB M.2 SSD, 11.6 inch Screen, Touch / Convertible, Windows 11 Pro (NO PEN Included)",$239.98,0.0,0
317,"Refurbished(Excellent) LENOVO X1 Carbon LAPTOP Intel Core i5-6200U 2.30 GHz, FHD , 8GB RAM , 512GB SSD, Win 11 Black",$379.98,0.0,0
318,"Refurbished (Excellent) Dell Latitude 5320 Laptop | 13.3"" 1920x1080 FHD | Core i5-1145G7 - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 4.4 GHz Win 11 Home Black",$409,0.0,0
319,"Refurbished (Excellent) ThinkPad L470, Intel Core i5-6200U (2.30GHz, 3MB) 14"" / 8GB RAM , 256GB SSD , Win 11",$259.98,0.0,0
320,"Refurbished (Excellent) Lenovo IdeaPad 330S-15ARR 15.6"" AMD Ryzen 5 2500U 8GB RAM 256GB SSD Windows 11 Black",$329.98,0.0,0
321,"Refurbished (Excellent) - Lenovo E570 i7-7500U (2.7GHz base, up to 3.5GHz turbo) 256GB SSD 8GB RAM 15.5"" FHD IPS DVD/RW WIN11 Pro CAM NVIDIA GeForce GTX 950M 2GB FP Reader -",$649,0.0,0
322,Refurbished (Excellent) - DELL Latitude 7400 2-in-1Laptop 14 FHD (Intel Core I5-8265U / 8GB RAM / 256GB SSD / Windows 11),$379.98,0.0,0
323,"Refurbished (Excellent) Lenovo ThinkPad E580 Laptop | 15.5"" 1920x1080 FHD | Core i7-8550U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 4 GHz Win 11 Pro Black",$399.98,0.0,0
324,"Refurbished (Excellent) Lenovo ThinkPad E580 Laptop | 15.5"" 1920x1080 FHD | Core i7-8550U - 512GB SSD Hard Drive - 8GB RAM | 4 cores @ 4 GHz Win 11 Pro Black",$429.98,0.0,0
325,"Refurbished (Excellent) - Lenovo Thinkpad T450s 14"" TOUCHSCREEN FHD 1920 X 1080 i5-5200U 8GB RAM 256GB SSD Windows 11 Pro",$289.98,0.0,0
326,"Refurbished (Fair) Lenovo IdeaPad 330S-15ARR 15.6"" AMD Ryzen 5 2500U 8GB RAM 256GB SSD Windows 11",$349.99,0.0,0
327,"Lenovo ThinkPad L490 (14""), i5-8365U, 8GB RAM, 128GB SSD, Windows 11 Pro, Business & School Laptop (Refurbished Excellent)",$219.68,0.0,0
328,"Lenovo ThinkPad L490 (14""), i5-8365U, 8GB RAM, 240GB SSD, Windows 11 Pro, Business & School Laptop (Refurbished Excellent)",$249.68,0.0,0
329,"Refurbished(Excellent) HP 250 G9 15.6"" Business Laptop - Full HD IPS - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core - 8 GB RAM - 512 GB SSD - Windows 11 Home",$569.99,0.0,0
330,"Open Box - Lenovo ThinkPad X13 Gen 1 13.3"" Touchscreen Notebook (Intel Ci7-10610U/512GB SSD/16 GB RAM/Win10) - French",$2338.99,0.0,0
331,"Refurbished (Excellent) Lenovo Lenovo V14 IIL Laptop | 14"" 1920x1080 FHD | Core i5-1035G1 - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 3.6 GHz Win 11 Pro - Grey",$339.98,0.0,0
332,"Lenovo ThinkPad T490 (14""), Intel Core i5-8265U, 8GB RAM, 240GB SSD, Windows 11 Pro, Wireless Mouse, Business & School Laptop, Refurbished (Good)",$279.68,0.0,0
333,"Lenovo ThinkPad T490 (14""), Intel Core i5-8265U, 8GB RAM, 128GB SSD, Windows 11 Pro, Wireless Mouse, Business & School Laptop, Refurbished (Good)",$259.68,0.0,0
334,"Refurbished (Good) - Lenovo IdeaPad 3 15IML05 15.6"" Touchscreen Laptop - Blue (Intel Core i3-10110U/256GB SSD/8GB RAM/Win 11, Blue)",$349.98,0.0,0
335,"Refurbished (Good) - HP ProBook x360 G6 TOUCH FHD 2 in 1- 8GB RAM, FAST 1TB M.2 SSD, Intel i5-10210 10th Gen 11.6” - Windows 11",$289.99,0.0,0
336,"Refurbished (Excellent) - Lenovo ThinkPad X1 Carbon 6th Generation, Intel Core i5-8250U ,1.60 GHz, 8GB RAM, 256GB SSD 14"" Windows 11 Black",$318.98,0.0,0
337,"Refurbished (Excellent) - Lenovo ThinkPad X1 Carbon 6th Generation, Intel Core i5-8250U ,1.60 GHz, 8GB RAM, 512SSD 14"" Windows 11 Black",$359.98,0.0,0
338,"Dell Dc16255 16"" Laptop with AMD Ryzen™ 5-220 Processor, 512GB SSD, 8 GB RAM, AMD Radeon™ Graphics, Windows 11 Home - Carbon Black",$589.99,0.0,0
339,"ASUS Vivobook 14"" FHD IPS Laptop, Intel Core 5 120U, 416GB Storage (256GB SSD + 160GB Docking Station Set), 8GB RAM, Intel Graphics, Numeric Keypad, Windows 11, Quiet Blue",$629,0.0,0
340,"ASUS Vivobook 14"" FHD IPS Laptop, Intel Core 5 120U, 416GB Storage (256GB SSD + 160GB Docking Station Set), 8GB RAM, Intel Graphics, Numeric Keypad, Windows 11, Quiet Blue",$599,0.0,0
341,"ASUS Vivobook 14"" FHD IPS Laptop, Intel Core 5 120U, 416GB Storage (256GB SSD + 160GB Docking Station Set), 8GB RAM, Intel Graphics, Numeric Keypad, Windows 11 Pro, Quiet Blue",$629,0.0,0
342,"ASUS Vivobook 14"" FHD IPS Laptop, Intel Core 5 120U, 416GB Storage (256GB SSD + 160GB Docking Station Set), 8GB RAM, Intel Graphics, Numeric Keypad, Windows 11 Pro, Quiet Blue",$599,0.0,0
343,"Open Box - Lenovo IdeaPad 5 Pro 16"" WQXGA IPS Anti-Glare Laptop, AMD Ryzen 5 5600H, 512GB PCIe SSD, 8GB RAM, AMD Radeon Graphics, Backlit Keyboard, HD Webcam, Win 11, Storm Gray",$829,0.0,0
344,"Open Box - HP 17.3"" FHD IPS Business Laptop, AMD Ryzen 5 7520U, 512GB SSD, 8GB LPDDR5, AMD Radeon Graphics, Numeric Keypad, 720p HD Webcam, Wi-Fi 6, Win 11, Silver",$629,4.64,971
345,"Refurbished (Good) - Lenovo ThinkPad E14 Gen 5 14"" Ryzen 5 7530U / 8GB / 256GB / W11 Pro - Black",$799.99,0.0,0
346,"Refurbished (Excellent) - Lenovo ThinkPad X1 Carbon 6th Generation, 14"" Laptop, Intel Core i5-8350U (1.70GHz, 6MB), 8GB RAM, 512SSD, Windows 11 Pro",$359.98,0.0,0
347,"Refurbished (Excellent) Dell Latitude 5490 14"", i5-8250U, 8GB RAM, 256GB SSD, Windows 11 Pro, Business & School Laptop",$279.98,0.0,0
348,"Refurbished (Excellent) Dell Latitude 5320, 13"" FHD, Intel IRIS Xe , i5-1135G7, 8GB DDR4, 256GB SSD, WIN 11 PRO",$339.98,0.0,0
349,"Refurbished (Excellent) Dell Latitude 5320, 13"" FHD, Intel IRIS Xe , i5-1135G7, 8GB DDR4, 512GB SSD, WIN 11 PRO",$379.98,0.0,0
350,Refurbished (Fair) Dell Latitude 5590 i7-8650U 8GB RAM 256 GB SSD Win 11,$379.99,0.0,0
351,"Open Box - ASUS Vivobook 14"" FHD Laptop, Intel i3-1315U, 256GB SSD, 8GB RAM, Intel UHD Graphics, 720p Camera, Wi-Fi 5, Windows 11 Pro, Quiet Blue",$499,4.55,359
352,"Refurbished (Excellent) - Toshiba A50-K 15.6"" - 8GB RAM, SUPER FAST 512GB M.2 SSD, Intel Quad-Core i7-1270P 12th Gen Full HD - 1920 x 1080 - Windows 11 Pro",$409.99,0.0,0
353,"OPEN BOX - LG Gram 14"" Thin Client Notebook -11th Gen Intel Core i3-1115G4 - 8 GB - 512 GB SSD - Window 11 - Silver",$499.99,0.0,0
354,"Refurbished (Excellent) - HP Elitebook 830 G7, 13.3"" 1080P FHD, Ultra Fast Intel Quad-Core i7-10610, Large 8GB RAM, 256GB SSD, Webcam/Mic, Backlit Keys,Finger/Face Unlock",$429.99,0.0,0
355,"Refurbished (Good) - Lenovo IdeaPad 330-15IKB, 15.6"" Laptop, Core i3-8130U, 8GB RAM, 256GB SSD , Windows 11 Pro",$409.98,0.0,0
356,"Refurbished (Good) - Lenovo IdeaPad 330-15IKB, 15.6"" Laptop, Core i3-8130U, 8GB RAM, 512GB SSD , Windows 11 Pro",$439.98,0.0,0
357,"Refurbished (Excellent) Lenovo IdeaPad 330S-15IKB 81F5000EUS 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8250U - 8 GB RAM - 512 GB SSD - Silver",$429.98,0.0,0
358,"Refurbished (Excellent) Lenovo IdeaPad 330S-15IKB 81F5000EUS 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8250U - 8 GB RAM - 256 GB SSD - Silver",$399.98,0.0,0
359,"Open Box - HP Stream 14"" Micro-Edge HD Touchscreen Laptop, Intel Celeron N4020, 64GB eMMC, 8GB RAM, Wi-Fi 5, Bluetooth, Windows 11, Blue",$369,0.0,0
360,"Refurbished Excellent - HP EliteBook 850 G7 15.6"" FHD Laptop - Intel Core i7-10610U, 8GB RAM, 4TB SSD - Backlit Keys, Windows Hello Biometric Security",$1067.7,0.0,0
361,"Refurbished Excellent - HP EliteBook 850 G7 15.6"" FHD Laptop - Intel Core i7-10610U, 8GB RAM, 512GB SSD - Backlit Keys, Windows Hello Biometric Security",$695.7,0.0,0
362,"Refurbished Excellent - HP EliteBook 850 G7 15.6"" FHD Laptop - Intel Core i7-10610U, 8GB RAM, 256GB SSD - Backlit Keys, Windows Hello Biometric Security",$641.7,0.0,0
363,"Refurbished Excellent - HP EliteBook 850 G7 15.6"" FHD Laptop - Intel Core i7-10610U, 8GB RAM, 2TB SSD - Backlit Keys, Windows Hello Biometric Security",$875.7,0.0,0
364,"Refurbished (Excellent) Lenovo ThinkPad L14 Gen 2 Intel Laptop | 14"" 1920x1080 FHD | Core i5 - 1145G7 - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 4.4 GHz Win 11 Pro Black",$389.98,0.0,0
365,Refurbished (Good) – HP Pavilion Gaming 15 Laptop | 15.6″ FHD (1920×1080) Display | AMD Ryzen 5 3550H | 8 GB RAM | Radeon Vega 8 Graphics | Windows 11 Pro – Black / Green Backlit,$509,0.0,0
366,"Refurbished (Fair) Dell Latitude 5590 15.6"" laptop, i5-8250U, 8GB RAM, 256GB SSD, Windows 11",$299.99,0.0,0
367,"Lenovo ThinkPad T480s 14"" Ultrabook, Intel Core i5-8350U, 8GB RAM, 128GB SSD, Windows 11 Pro, Business & School Laptop, Refurbished (Good)",$264.68,0.0,0
368,"Refurbished (Good) Dell Latitude 5490 14"" HD Laptop (Intel Core i5-8350U, 8GB RAM, 256GB SSD, Windows 10 Pro) - Refurbished",$259.96,0.0,0
369,"Refurbished (Good) Dell Inspiron 3520 15.6"" FHD Laptop (Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 11) - Carbon Black",$469.99,0.0,0
370,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop, AMD Ryzen 5 7520U, 8GB LPDDR5, 672GB Storage (512GB SSD+160GB Docking Station Set), AMD Radeon Graphics, Copilot, Win 11 Pro, Silver",$599,0.0,0
371,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop, AMD Ryzen 5 7520U, 8GB LPDDR5, 1.16TB Storage (1TB SSD+160GB Docking Station Set), AMD Radeon Graphics, Copilot,Win 11 Pro, Silver",$749,0.0,0
372,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop, AMD Ryzen 5 7520U, 8GB LPDDR5, 2.16TB Storage (2TB SSD+160GB Docking Station Set), AMD Radeon Graphics, Copilot,Win 11 Pro, Silver",$949,0.0,0
373,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop-Silver(AMD Ryzen 5 7520U/2TB SSD/8GB LPDDR5/ AMD Radeon Graphics/Win 11 Pro)",$929,0.0,0
374,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop-Silver(AMD Ryzen 5 7520U/512GB SSD/8GB LPDDR5/ AMD Radeon Graphics/Win 11 Pro)",$579,0.0,0
375,"Acer Aspire Go 15.6"" FHD Touchscreen Laptop-Silver(AMD Ryzen 5 7520U/1TB SSD/8GB LPDDR5/ AMD Radeon Graphics/Win 11 Pro)",$729,0.0,0
376,"Refurbished (Excellent) - Dell Latitude 5490| 14"" HD Display | Intel Core i5- 7300U | 2.6 Ghz | 8GB RAM | 256GB SSD | Windows 11 Pro",$289.98,0.0,0
377,"Brand New - Lenovo ThinkPad T14 Gen 4 - 14"" Laptop - i5-1335U CPU - 8GB RAM - 256GB SSD - Windows 11",$1089.99,0.0,0
378,"Lenovo IdeaPad 1i 15.6"" FHD Touchscreen Laptop, Intel i5-1335U, 416GB Storage (256GB SSD+160GB Docking Station Set),8GB RAM, Iris Xe Graphics, Copilot, Win 11 Pro, Abyss Blue",$649,0.0,0
379,"Lenovo IdeaPad 1i 15.6"" FHD Touchscreen Laptop, Intel i5-1335U, 416GB Storage (256GB SSD+160GB Docking Station Set), 8GB RAM, Iris Xe Graphics, Num Pad, Copilot, Win 11, Abyss Blue",$649,0.0,0
380,"Refurbished (Fair) - Microsoft Surface Laptop 5 13.5"" (i5-12th Gen / 8GB RAM / 512GB SSD) – Platinum",$624.99,0.0,0
381,"Refurbished (Good) - Microsoft Surface Laptop 5 13.5"" (i5-12th Gen / 8GB RAM / 512GB SSD) – Platinum",$649.99,0.0,0
382,"Lenovo Thinkpad L13 Gen 3 13"" WUXGA Laptop (Intel Core i5-1235U, 8GB RAM, 256GB SSD, Windows 11 Pro) - 21B3CTO1WW",$724.41,0.0,0
383,"Dell Vostro 3520 15.6"" FHD Laptop (Intel Core i5-1235U, 8GB RAM, 256GB SSD, Windows 11 Pro) - Carbon Black",$724.41,0.0,0
384,"Refurbished (Good) Dell Vostro 3430 14"" FHD Laptop (Intel Core i5-1335U, 8GB RAM, 256GB SSD, Windows 11 Pro) - Titan Gray",$699.99,0.0,0
385,"Refurbished (Good) HP Envy x360 15.6"" FHD Touchscreen Laptop (Intel Core i5-1335U, 8GB RAM, 512GB SSD, Win11) - Mineral Silver (15-ew1058wm)",$759.99,0.0,0
386,"Refurbished (Good) HP Victus 15.6"" FHD Gaming Laptop (Intel Core i5-12450H, 8GB RAM, 512GB SSD, Windows 11, NVIDIA GeForce RTX 3050) - Performance Blue (15-fa0033dx)",$828.99,0.0,0
387,"Refurbished (Good) HP 15.6"" HD Touchscreen Laptop (Intel Core i5-1235U, 8GB RAM, 512GB SSD, Windows 11 S Mode) - Natural Silver (15-fd0005dx)",$569.99,0.0,0
388,"Refurbished (Good) Hp 15.6"" Laptop (Intel Core I5-8265u, 8GB RAM, 2TB HDD, Intel UHD Graphics 620, Windows 10 Home) - 15-da1002ca",$499.99,0.0,0
389,"Refurbished (Good) Dell Inspiron 15 5502 15.6"" FHD Laptop (i7-1165G7, 8GB RAM, 256GB SSD, Windows 10) - Sliver",$679.99,0.0,0
390,"Refurbished (Good) Asus Zenbook 14 OLED 14"" WUXGA Touchscreen Laptop (Intel Core Ultra 5, 8GB RAM, 512GB SSD, Windows 11) - Jasper Gray (Q415MA-U5512)",$849.99,0.0,0
391,"Refurbished (Good) Hp Pavilion 14"" Touchscreen 2-in-1 FHD Laptop (Intel Core i5-1235U, 8GB RAM, 512GB SSD, Windows 11) - Natural Silver (14-ek0033dx)",$789.99,0.0,0
392,"Refurbished (Good) Dell Inspiron 15 3511 15.6"" FHD Touchscreen Laptop (Intel Core i5-1035G1, 8GB RAM, 256GB SSD, Windows 11 S Mode) - Black (i3511-5174BLK-PUS)",$599.99,0.0,0
393,"Refurbished (Good) HP 15.6"" Touchscreen HD Laptop (Intel Core i3-1115G4, 8GB RAM, 256GB SSD, Windows 11 S Mode) - Natural Silver (15-dy2702dx)",$499.99,0.0,0
394,"Refurbished (Good) Dell Inspiron 3505 15.6"" Laptop (AMD Ryzen 7 3700U, 8GB RAM, 512GB SSD, Windows 10)",$699.99,0.0,0
395,"Refurbished (Good) Dell Inspiron 15.6"" HD Laptop - AMD Ryzen 5 3450U, 8GB RAM, 256GB SSD, Windows 11 S Mode - Carbon Black (i3515-A706BLK-PUS)",$529.99,0.0,0
396,"Refurbished (Good) Lenovo ThinkBook 14 Gen 3 14? FHD Laptop - AMD Ryzen 5 5500U, 8GB RAM, 512GB SSD, Windows 10 Pro - 21A20085US",$569.99,0.0,0
397,"Refurbished (Good) Lenovo Ideapad Slim 3i 15.6"" FHD Laptop (Intel Core i3-N305, 8GB RAM, 256GB SSD, Windows 11) - Grey (82XB008LUS)",$449.99,0.0,0
398,"Refurbished (Good) Asus Zenbook 15.6 FHD Touchscreen Laptop - Ryzen 7 5700U, 8GB RAM, 256GB SSD, Windows 11, 2GB GeForce MX450 - Silver (Q508UG-212.R7TBL)",$799.99,0.0,0
399,"Refurbished (Fair) - HP 15.6"" Laptop - Natural Silver (AMD Ryzen 3-7320U /8GB RAM/512GB SSD/Windows 11)",$439.99,0.0,0
400,"Refurbished (Fair) - ASUS Vivobook Go 15 15.6"" Laptop - Mixed Black (AMD Ryzen 5 7520U/8GB RAM/512GB SSD/Windows 11)",$364.99,0.0,0
401,"Lenovo IdeaPad Slim 3 Personal Laptop, 15.3"" WUXGA Screen, 13th Gen Intel i7-13620H 10 Cores, Intel Iris Xe GPU Shared, 8GB DDR5+ 512GB SSD, Win11 Pro, Wi-Fi 6, Fullsize Keyboard",$996.8,0.0,0
402,"Lenovo IdeaPad Slim 3 Personal Laptop, 15.3"" WUXGA Screen, 13th Gen Intel i7-13620H 10 Cores, Intel Iris Xe GPU Shared, 8GB DDR5+ 1TB SSD, Win11 Pro, Wi-Fi 6, Fullsize Keyboard",$1107.37,0.0,0
403,"Lenovo IdeaPad Slim 3 Personal Laptop, 15.3"" WUXGA Screen, 13th Gen Intel i7-13620H 10 Cores, Intel Iris Xe GPU Shared, 8GB DDR5+ 1TB SSD, Win10 Pro, Wi-Fi 6, Fullsize Keyboard",$1107.37,0.0,0
404,"ASUS Vivobook 14 14"" FHD Business Laptop, Intel i3-1315U, 416GB Storage (256GB SSD+160GB Docking Station Set), 8GB RAM, Intel UHD Graphics, Windows 11 Pro, Blue",$599,0.0,0
405,"ASUS Vivobook 14 14"" FHD Business Laptop, Intel i3-1315U, 416GB Storage (256GB SSD+160GB Docking Station Set), 8GB RAM, Intel UHD Graphics, Windows 11, Blue",$599,0.0,0
406,"Refurbished (Excellent) HP 15.6"" FHD Laptop, i5-1235U, 8GB RAM, 256GB SSD, Iris Xe Graphics, Win 11, Wi-Fi 6, BT 5.3, Numeric Keypad",$549.99,0.0,0
407,"Lenovo IdeaPad 1i 15.6"" FHD Touchscreen Laptop,Intel i5-1335U,256GB SSD,8GB RAM,160GB Docking Station Set,Intel Iris Xe Graphics,Win 11 Pro,Blue",$649,0.0,0
408,"Lenovo IdeaPad 1i Business Laptop, 15.6"" FHD Touchscreen Display - Blue(Intel i5-1335U/ 256GB SSD/ 8GB DRR4/ Win 11 Pro)",$649,0.0,0
409,"(Refurbished - Good) Dell Latitude Rugged Extreme 7414, 14"" Touchscreen Laptop, Core i5 6th Gen, 8GB, 256GB SSD, Windows 11 Pro (Stock Black)",$721.95,0.0,0
410,"(Refurbished - Good) Dell Latitude Rugged 5414, 14"" HD Laptop, Core i5 6th Gen, 8GB RAM, 256GB SSD, Windows 11 Pro (Gray)",$451.2,0.0,0
411,"Refurbished (Good) Lenovo ThinkPad E14 Gen 4 14"" FHD Laptop (AMD Ryzen 5 5625U, 8GB RAM, 512GB SSD, Windows 11 Pro) - Black",$578.51,0.0,0
412,"Refurbished (Good) - HP 15.6"" Laptop - Natural Silver (AMD Ryzen 3-7320U /8GB RAM/512GB SSD/Windows 11)",$464.99,0.0,0
413,"(Refurbished - Good) Dell Latitude Rugged 5414, 14"" FHD Touchscreen Laptop, Core i5 6th Gen, 8GB RAM, 256GB SSD, Windows 11 Pro (Orange)",$586.58,0.0,0
414,"(Refurbished - Good) Dell Latitude Rugged Extreme 7414, 14"" Touchscreen Laptop, Core i5 6th Gen, 8GB, 256GB SSD, Windows 11 (Black Carbon Fiber)",$721.95,0.0,0
415,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 1TB SSD, Fingerprint, Wi-Fi 5, Win10 Pro",$732.16,0.0,0
416,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 256GB SSD, Fingerprint, Wi-Fi 5, Win10 Pro",$579.68,0.0,0
417,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 512GB SSD, Fingerprint, Wi-Fi 5, Win10 Home",$552.02,0.0,0
418,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 256GB SSD, Fingerprint, Wi-Fi 5, Win10 Home",$510.53,0.0,0
419,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 512GB SSD, Fingerprint, Wi-Fi 5, Win11 Home",$552.02,0.0,0
420,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 256GB SSD, Fingerprint, Wi-Fi 5, Win11 Pro",$579.68,0.0,0
421,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 512GB SSD, Fingerprint, Wi-Fi 5, Win11 Pro",$621.17,0.0,0
422,"Lenovo IdeaPad 3 14IIL05 2024 Laptop, 2-Core Intel Core i3-1005G1, 14"" FHD IPS Display, Intel UHD Graphics, 8GB DDR4 1TB SSD, Fingerprint, Wi-Fi 5, Win11 Pro",$732.16,0.0,0
423,"Refurbished (Good) Dell Latitude 7420 14"" Touchscreen FHD Laptop (Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10 Pro) - Black (RGRW0)",$588.06,0.0,0
424,"Refurbished (Good) Lenovo ideapad S340 15.6"" Laptop (Intel Core i5-8265U, 8GB RAM, 128GB SSD, Windows 10 - Abyss Blue - 81N800H2US",$278.96,0.0,0
425,"Refurbished (Good) Dell Inspiron 3520 15.6"" FHD Laptop (Intel Core i5-1235U, 8GB RAM, 256GB SSD, Windows 11) - Carbon Black",$549.99,0.0,0
426,"Refurbished (Good) Lenovo ThinkPad E14 Gen 4 14"" FHD Laptop - AMD Ryzen 7 5825U, 8GB RAM, 256GB SSD, Windows 11 Pro - Silver (21EBCTO1WWCA1)",$570.29,0.0,0
427,"Refurbished (Good) Lenovo Yoga C740 2-in-1 14"" TouchScreen Laptop (Intel Core i5, 8GB RAM, 256GB SSD, Windows10) - 81TC000JUS",$431.96,0.0,0
428,"Refurbished (Good) Dell Latitude 5320 13.3"" 2-in-1 Touchscreen FHD Laptop (Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10 Pro) - Grey (F6R2G)",$494.96,0.0,0
429,"Refurbished (Good) Dell Inspiron 3520 15.6"" FHD Laptop (Intel Core i3-1215U, 8GB RAM, 256GB SSD, Windows 11) - Carbon Black",$368.96,0.0,0
430,"Refurbished (Good) HP 15T-dw300 CTO 15.6"" HD Laptop (Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 11) - Jet Black",$451.79,0.0,0
431,"Refurbished (Good) Dell Inspiron 15 3511 15.6"" FHD Laptop (Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 10) - Carbon Black",$444.95,0.0,0
432,"Refurbished (Good) Lenovo Ideapad 5i 14"" FHD Laptop (Intel Core i7-1165G7, 8GB RAM, 512GB SSD, Windows 11) - Graphite Gray (82FE00UGUS)",$584.96,0.0,0
433,"Refurbished (Good) Lenovo ThinkPad L15 Gen 3 15.6"" FHD Laptop (AMD Ryzen 5 Pro 5675U, 8GB RAM, 256GB SSD, Windows 11 Pro) - 21C7CTO1WW",$557.96,0.0,0
434,"Refurbished (Good) - Lenovo ThinkPad X13 Yoga Gen 1 - 13.3"" 2 in 1 Touch Screen, Intel Core i5-10th Gen., 8GB RAM, 256GB SSD, HDMI, Windows 11 Pro.",$329.99,0.0,0
435,"Brand New - Lenovo ThinkPad E14 Gen 5 - 21JRCTO1WW - 14"" laptop - AMD Ryzen 5 7430U - 8GB RAM - 256GB SSD - Window 11 Pro",$1029.99,0.0,0
436,Open Box - Acer Aspire GO 15.6” Laptop (Intel N150/8Gb RAM/256Gb SSD/Win11) w/ 1 Year Warranty,$399,0.0,0
437,"The Latitude 3520 features a 15.6"" FHD (1920x1080) Non-Touch display and integrated graphics via the Intel i5-1135G7, utilizing 8GB RAM for smooth visual performance.",$599.99,0.0,0
438,"Lenovo ThinkPad T16 Gen 3 2024 Laptop, 16-Core Intel Core Ultra 7 155H, 16"" WUXGA IPS Display, Intel GPU, 8GB DDR5 512GB SSD, Backlit KB, 5.0MP + IR Camera, Wi-Fi 6E, Win10 Pro",$1629.6,0.0,0
439,"Lenovo ThinkPad T16 Gen 3 2024 Laptop, 16-Core Intel Core Ultra 7 155H, 16"" WUXGA IPS Display, Intel GPU, 8GB DDR5 512GB SSD, Backlit KB, 5.0MP + IR Camera, Wi-Fi 6E, Win11 Pro",$1629.6,0.0,0
440,"HP Laptop 15-fc0210ca - AMD Ryzen 3 7320U (2.4 GHz, up to 4.1 GHz,4 MB L3 cache, 4 cores)",$684.99,4.5,6
441,"Brand New - Lenovo ThinkBook 14 G6 14"" Laptop - Intel i7-1355U - 8GB RAM - 256GB SSD - Windows 11",$1199.98,0.0,0
442,"Dell Latitude Rugged 5414, 14"" FHD Touch Laptop, Core i5 6th Gen, 8GB RAM, 256GB SSD, Windows 11 (Refurbished - Good)",$586.58,0.0,0
443,"Refurbished (Good) - Lenovo ThinkPad X390 - 13.3"" Laptop - Intel Core i5-8365U – 8GB RAM 256GB SSD - Windows 11 Pro",$274.89,0.0,0
444,"Refurbished (Good) - Acer Aspire Lite 15.6"" Laptop - Silver (Intel N150/8GB RAM/512GB SSD/Windows 11)",$274.99,0.0,0
445,"Brand New - Lenovo ThinkBook 14 G6 14"" Laptop - AMD RYZEN 3 7330U - 8GB RAM - 256GB SSD - Windows 11 Pro",$1199.98,0.0,0
446,"Brand New - Lenovo ThinkBook 14 G6 14"" Laptop - AMD RYZEN 5 7530U - 8GB RAM - 256GB SSD - Windows 11",$1299.98,0.0,0
